@relation dataset

@attribute ID numeric
@attribute Time date 'yyyy/MM/dd HH:mm:ss:SSS'
@attribute 'Training round' numeric
@attribute inputs-1 numeric
@attribute inputs-2 numeric
@attribute inputs-3 numeric
@attribute inputs-4 numeric
@attribute inputs-5 numeric
@attribute inputs-6 numeric
@attribute inputs-7 numeric
@attribute inputs-8 numeric
@attribute inputs-9 numeric
@attribute inputs-10 numeric
@attribute inputs-11 numeric
@attribute inputs-12 numeric
@attribute inputs-13 numeric
@attribute inputs-14 numeric
@attribute inputs-15 numeric
@attribute inputs-16 numeric
@attribute inputs-17 numeric
@attribute inputs-18 numeric
@attribute inputs-19 numeric
@attribute inputs-20 numeric
@attribute inputs-21 numeric
@attribute inputs-22 numeric
@attribute inputs-23 numeric
@attribute inputs-24 numeric
@attribute inputs-25 numeric
@attribute inputs-26 numeric
@attribute inputs-27 numeric
@attribute inputs-28 numeric
@attribute inputs-29 numeric
@attribute inputs-30 numeric
@attribute inputs-31 numeric
@attribute inputs-32 numeric
@attribute inputs-33 numeric
@attribute inputs-34 numeric
@attribute inputs-35 numeric
@attribute inputs-36 numeric
@attribute inputs-37 numeric
@attribute inputs-38 numeric
@attribute inputs-39 numeric
@attribute inputs-40 numeric
@attribute inputs-41 numeric
@attribute inputs-42 numeric
@attribute inputs-43 numeric
@attribute inputs-44 numeric
@attribute inputs-45 numeric
@attribute inputs-46 numeric
@attribute inputs-47 numeric
@attribute inputs-48 numeric
@attribute inputs-49 numeric
@attribute inputs-50 numeric
@attribute inputs-51 numeric
@attribute inputs-52 numeric
@attribute inputs-53 numeric
@attribute inputs-54 numeric
@attribute inputs-55 numeric
@attribute inputs-56 numeric
@attribute inputs-57 numeric
@attribute inputs-58 numeric
@attribute inputs-59 numeric
@attribute inputs-60 numeric
@attribute inputs-61 numeric
@attribute inputs-62 numeric
@attribute inputs-63 numeric
@attribute inputs-64 numeric
@attribute inputs-65 numeric
@attribute inputs-66 numeric
@attribute inputs-67 numeric
@attribute inputs-68 numeric
@attribute inputs-69 numeric
@attribute inputs-70 numeric
@attribute inputs-71 numeric
@attribute inputs-72 numeric
@attribute inputs-73 numeric
@attribute inputs-74 numeric
@attribute inputs-75 numeric
@attribute inputs-76 numeric
@attribute inputs-77 numeric
@attribute inputs-78 numeric
@attribute inputs-79 numeric
@attribute inputs-80 numeric
@attribute inputs-81 numeric
@attribute inputs-82 numeric
@attribute inputs-83 numeric
@attribute inputs-84 numeric
@attribute inputs-85 numeric
@attribute inputs-86 numeric
@attribute inputs-87 numeric
@attribute inputs-88 numeric
@attribute inputs-89 numeric
@attribute inputs-90 numeric
@attribute inputs-91 numeric
@attribute inputs-92 numeric
@attribute inputs-93 numeric
@attribute inputs-94 numeric
@attribute inputs-95 numeric
@attribute inputs-96 numeric
@attribute inputs-97 numeric
@attribute inputs-98 numeric
@attribute inputs-99 numeric
@attribute inputs-100 numeric
@attribute inputs-101 numeric
@attribute inputs-102 numeric
@attribute inputs-103 numeric
@attribute inputs-104 numeric
@attribute inputs-105 numeric
@attribute update-1 numeric

@data
675,'2019/02/12 17:26:23:762',6,15.001314,15.001314,15.001314,15.001314,15.001314,15.001314,15.001314,15.001314,10.74244,10.74244,10.74244,10.74244,10.74244,10.74244,10.74244,4.546543,4.546543,4.546543,4.546543,4.546543,5.18574,5.18574,5.18574,5.18574,5.630218,5.630218,5.630218,4.639769,4.639769,4.639769,4.153072,4.153072,2.920518,2.920518,1.784863,1.784863,3.437517,3.437517,1.150882,4.229331,4.229331,3.720533,6.067781,10.415411,13.89262,15.262873,30.435659,37.567169,40.900974,41.319279,38.9212,27.745785,4.651207,8.676716,12.541809,9.241991,8.867463,8.06909,8.577007,12.78607,30.235458,33.736797,15.533177,5.803016,6.447701,6.237734,4.832174,10.889004,15.773132,6.658829,7.353025,7.075806,16.658306,22.235081,6.005521,6.075045,8.199229,10.440442,4.382845,4.673875,9.289584,5.69922,10.21626,6.762877,4.834002,8.253909,6.834259,5.698411,8.793068,11.749327,9.430579,10.979893,10.484377,11.345617,8.043077,6.603408,6.102767,4.270472,3.182991,3.846268,2.583872,4.529974,3.291186,2.313951,904.394531,0.9
676,'2019/02/12 17:26:23:778',6,17.156311,17.156311,17.156311,17.156311,17.156311,17.156311,17.156311,17.156311,12.83552,12.83552,12.83552,12.83552,12.83552,12.83552,12.83552,6.942725,6.942725,6.942725,6.942725,6.942725,3.572172,3.572172,3.572172,3.572172,4.787009,4.787009,4.787009,4.342074,4.342074,4.342074,3.475307,3.475307,3.404896,3.404896,3.07472,3.07472,1.971408,1.971408,4.636688,6.115821,6.115821,3.108305,1.161235,9.570515,12.248394,17.185253,30.47945,37.004402,39.927578,39.962212,37.105476,24.12903,13.339754,11.115589,10.716996,9.309916,4.466179,6.940784,8.271942,13.080445,33.899132,35.458733,15.318155,5.357213,1.932801,1.279897,3.474582,15.786201,20.756615,5.524599,4.583476,5.448442,17.261108,21.410833,5.830791,4.030412,10.87533,9.264067,6.422274,8.24164,10.682047,5.429961,8.239417,3.71838,6.000147,8.132242,7.650504,9.297128,11.327401,12.448347,8.94431,13.973583,10.633594,10.082626,8.552094,6.919518,4.950486,3.989401,3.188879,2.91048,2.51835,4.072914,3.57573,3.767306,904.394531,0.9
677,'2019/02/12 17:26:23:795',6,17.872852,17.872852,17.872852,17.872852,17.872852,17.872852,17.872852,17.872852,13.743908,13.743908,13.743908,13.743908,13.743908,13.743908,13.743908,8.973547,8.973547,8.973547,8.973547,8.973547,6.860181,6.860181,6.860181,6.860181,5.406632,5.406632,5.406632,3.64074,3.64074,3.64074,2.70752,2.70752,1.838823,1.838823,0.886515,0.886515,3.022192,3.022192,4.894082,6.139641,6.139641,6.181604,6.484358,4.345858,8.364745,17.882292,30.403934,36.845814,39.761745,39.777931,36.826252,21.523781,15.930948,8.635175,8.889867,4.701847,3.894364,2.541044,4.596034,13.516243,34.054539,35.716232,15.526007,6.837259,3.631308,2.447344,3.806769,15.672146,20.555353,4.111813,7.205163,6.420878,16.931955,20.441504,5.21167,4.035105,12.973643,8.871543,3.958241,6.770027,8.762644,5.500691,7.290557,6.922024,6.897264,8.761704,7.040982,7.062668,6.33532,9.810288,9.912673,12.411952,11.572267,10.400582,6.291136,2.626906,5.520846,6.053038,2.601395,2.748553,3.3227,5.298109,4.415596,4.022976,904.394531,0.9
678,'2019/02/12 17:26:23:812',6,18.966328,18.966328,18.966328,18.966328,18.966328,18.966328,18.966328,18.966328,14.91679,14.91679,14.91679,14.91679,14.91679,14.91679,14.91679,9.657618,9.657618,9.657618,9.657618,9.657618,4.190428,4.190428,4.190428,4.190428,1.735664,1.735664,1.735664,2.964781,2.964781,2.964781,3.901201,3.901201,4.570238,4.570238,5.328634,5.328634,5.653848,5.653848,5.459385,6.008888,6.008888,5.856224,5.790948,9.405872,12.425024,17.026817,30.932819,37.630718,40.695919,40.898628,38.294289,26.588087,8.252035,8.098547,8.89426,8.431015,6.766631,7.426309,7.880556,13.596078,31.963062,34.268841,14.157701,6.160345,3.141271,3.337934,3.324017,13.548347,16.703547,5.03587,6.484879,9.966136,17.16379,21.75321,5.124035,4.431728,10.608642,11.065477,3.523178,7.280883,7.323211,6.871956,8.167689,6.741131,8.059597,6.381691,4.363509,8.639825,9.54018,10.620448,11.663906,14.066212,9.174376,11.218792,8.039619,6.270746,5.68968,4.112042,4.345846,3.759621,3.311708,5.246477,4.342603,4.032002,904.394531,0.9
679,'2019/02/12 17:26:23:828',6,19.965778,19.965778,19.965778,19.965778,19.965778,19.965778,19.965778,19.965778,14.712672,14.712672,14.712672,14.712672,14.712672,14.712672,14.712672,5.657385,5.657385,5.657385,5.657385,5.657385,5.374079,5.374079,5.374079,5.374079,5.960876,5.960876,5.960876,3.685417,3.685417,3.685417,2.878684,2.878684,3.008572,3.008572,5.057306,5.057306,6.938344,6.938344,7.096267,7.623682,7.623682,10.036156,10.9945,7.781483,9.750263,18.835794,31.34481,37.817604,40.751152,40.78933,37.889103,23.48205,16.794714,11.610954,6.360195,7.610437,7.573758,7.299149,4.452099,14.999327,32.473125,34.005871,13.046478,7.630132,2.51558,5.877501,6.834277,13.56028,17.855238,5.471551,6.296551,8.518318,17.770088,20.735216,6.066452,5.865486,13.789798,9.718781,3.33851,7.571529,9.010693,3.891386,11.336957,4.537433,7.28274,7.445132,7.323255,7.35097,8.225193,8.638848,10.854586,9.743629,9.815883,10.808305,5.530116,3.756629,5.484498,3.844589,3.353676,3.769279,2.686177,3.20622,2.607064,2.874538,904.394531,0.9
680,'2019/02/12 17:26:23:845',6,18.649033,18.649033,18.649033,18.649033,18.649033,18.649033,18.649033,18.649033,14.814833,14.814833,14.814833,14.814833,14.814833,14.814833,14.814833,9.573427,9.573427,9.573427,9.573427,9.573427,5.03109,5.03109,5.03109,5.03109,4.001719,4.001719,4.001719,2.873868,2.873868,2.873868,0.499772,0.499772,1.984609,1.984609,3.0109,3.0109,3.777142,3.777142,3.004705,2.227442,2.227442,7.265763,9.601356,1.525307,7.896504,18.792126,31.234114,37.614891,40.468044,40.438461,37.494366,24.030252,14.583601,7.408611,5.364158,2.866745,2.949387,5.879504,5.259681,14.947051,33.352203,34.646149,15.597789,6.038386,5.242429,2.961249,4.268014,16.464811,19.684526,5.362188,5.769736,9.76404,19.846186,19.389048,4.503342,6.224358,12.695058,9.464066,4.17845,12.303213,7.1545,4.689148,12.69466,6.325543,11.545172,8.34861,7.059416,8.823533,8.75716,9.732904,13.994486,9.613127,8.79124,11.236663,6.136158,6.922924,6.272799,3.103494,3.330519,3.652856,2.827341,4.861535,4.067781,3.734886,861.328125,0.9
681,'2019/02/12 17:26:23:862',6,20.995506,20.995506,20.995506,20.995506,20.995506,20.995506,20.995506,20.995506,16.8489,16.8489,16.8489,16.8489,16.8489,16.8489,16.8489,10.98604,10.98604,10.98604,10.98604,10.98604,3.342955,3.342955,3.342955,3.342955,2.648573,2.648573,2.648573,2.967824,2.967824,2.967824,0.829826,0.829826,3.645063,3.645063,5.511995,5.511995,6.965956,6.965956,8.077541,7.240558,7.240558,2.943069,0.358741,10.11983,12.831021,17.213575,30.812719,37.287369,40.150307,40.1492,37.318855,25.137962,7.867654,6.09091,0.62102,8.284073,8.367369,7.067486,6.013292,14.096126,33.744389,35.042339,12.360276,5.361759,5.33197,3.814777,6.388158,15.061854,19.145447,5.446542,4.426464,10.247324,17.992767,19.629551,2.813928,6.257422,12.651375,9.668057,5.416309,7.496815,7.981453,2.684015,7.906561,6.162878,7.94736,8.501834,5.008653,5.265131,5.758355,10.05075,10.443007,12.012074,9.565478,8.527622,5.530208,4.685702,4.933399,3.162797,3.482079,2.642259,3.80043,4.384925,3.701114,3.560743,861.328125,0.9
682,'2019/02/12 17:26:23:879',6,20.843082,20.843082,20.843082,20.843082,20.843082,20.843082,20.843082,20.843082,15.737182,15.737182,15.737182,15.737182,15.737182,15.737182,15.737182,7.737302,7.737302,7.737302,7.737302,7.737302,4.520429,4.520429,4.520429,4.520429,3.997309,3.997309,3.997309,2.479589,2.479589,2.479589,4.627715,4.627715,4.883286,4.883286,4.607788,4.607788,5.324474,5.324474,6.845473,7.119782,7.119782,5.832695,4.751872,9.127504,11.826994,17.427132,30.642715,37.037941,39.844101,39.758457,36.749054,22.935474,14.783285,8.66574,8.50648,7.47075,5.358083,3.987214,7.364765,17.241726,34.835091,35.568932,12.894743,4.739319,4.41907,3.438925,2.825401,16.78793,20.408306,4.025836,5.257653,6.171639,17.855604,20.650909,3.651563,4.109923,14.103994,9.827806,2.404267,9.087075,9.665475,4.400167,10.066259,3.842432,7.080408,4.872704,10.343966,7.631894,8.356791,9.063892,8.920875,7.693867,7.847129,12.870067,7.999114,4.747308,5.034394,4.569787,2.675554,3.012591,4.59652,4.12654,3.416422,2.806178,861.328125,0.9
683,'2019/02/12 17:26:23:895',6,22.845005,22.845005,22.845005,22.845005,22.845005,22.845005,22.845005,22.845005,18.456022,18.456022,18.456022,18.456022,18.456022,18.456022,18.456022,12.476139,12.476139,12.476139,12.476139,12.476139,8.856972,8.856972,8.856972,8.856972,8.235596,8.235596,8.235596,6.452058,6.452058,6.452058,5.199739,5.199739,5.4317,5.4317,3.585039,3.585039,1.351243,1.351243,3.040243,4.054231,4.054231,4.01267,5.324193,10.445969,11.317176,17.686123,30.123642,36.245457,38.881638,38.645229,35.423058,18.03104,16.529491,12.86154,10.804706,11.181541,9.675568,8.410592,7.35322,17.008062,36.433372,36.853794,15.21174,6.623572,3.548949,2.855961,3.56767,19.4011,22.139044,3.261497,5.411676,8.247015,20.060974,20.456404,7.855802,6.834309,16.747509,11.03599,6.010503,12.961853,9.51848,4.051505,9.507153,6.849883,6.425594,8.718076,5.9003,6.551704,6.091965,6.016014,11.786701,9.841543,8.094861,11.222287,6.425898,3.872674,4.275574,4.99438,3.251029,3.43806,3.956438,4.443045,4.11486,3.808206,1765.722656,0.9
684,'2019/02/12 17:26:23:912',6,22.921463,22.921463,22.921463,22.921463,22.921463,22.921463,22.921463,22.921463,18.424282,18.424282,18.424282,18.424282,18.424282,18.424282,18.424282,12.003306,12.003306,12.003306,12.003306,12.003306,4.474197,4.474197,4.474197,4.474197,0.805135,0.805135,0.805135,2.347479,2.347479,2.347479,2.712384,2.712384,4.231035,4.231035,5.565366,5.565366,5.228301,5.228301,6.162167,8.137055,8.137055,8.827332,8.118001,4.895552,9.382942,15.844601,28.868782,35.329796,38.192425,38.150593,35.172897,20.932373,14.371025,9.556162,7.580173,7.51328,7.131662,4.793691,5.486447,17.245743,36.845924,37.740383,15.860855,7.122718,3.038191,6.281921,6.916482,20.277004,24.235708,3.927253,3.960761,5.018955,18.226505,20.245991,5.395118,5.78182,14.883862,9.829364,4.205067,10.487967,11.405409,6.478819,11.07226,6.17555,9.037916,8.232809,7.574964,8.067087,9.155084,7.861213,10.242478,9.748859,10.499957,11.323623,8.77839,4.768405,6.969917,3.57062,4.956872,4.567546,3.838065,4.511316,2.681514,2.48305,1765.722656,0.9
685,'2019/02/12 17:26:23:928',6,23.817959,23.817959,23.817959,23.817959,23.817959,23.817959,23.817959,23.817959,18.769011,18.769011,18.769011,18.769011,18.769011,18.769011,18.769011,10.278923,10.278923,10.278923,10.278923,10.278923,4.891541,4.891541,4.891541,4.891541,5.658208,5.658208,5.658208,2.684165,2.684165,2.684165,2.106169,2.106169,2.846173,2.846173,4.607577,4.607577,5.540921,5.540921,4.866693,5.615384,5.615384,5.713875,5.139069,10.157764,13.136824,14.068527,29.093306,35.939796,39.022106,39.183521,36.475986,24.028221,10.624792,6.977022,2.92293,6.861319,5.472317,4.500406,8.859578,13.245916,35.529556,37.250202,16.196949,6.987885,5.8536,4.736435,5.222139,18.963022,23.794088,6.2402,7.036473,7.827485,17.471794,21.833483,2.954485,5.026235,12.829636,11.035988,3.763818,9.392964,12.548026,3.869432,7.663257,5.891745,6.950731,8.428404,9.02525,7.826922,6.839551,8.546061,11.913306,10.347319,8.795024,10.15798,7.480023,5.525645,4.811594,4.209685,3.111963,3.912795,4.179969,4.483075,3.121238,2.759657,1765.722656,0.9
686,'2019/02/12 17:26:23:945',6,24.402876,24.402876,24.402876,24.402876,24.402876,24.402876,24.402876,24.402876,19.430611,19.430611,19.430611,19.430611,19.430611,19.430611,19.430611,11.332011,11.332011,11.332011,11.332011,11.332011,2.701652,2.701652,2.701652,2.701652,3.946113,3.946113,3.946113,3.607209,3.607209,3.607209,2.851973,2.851973,2.713901,2.713901,3.555203,3.555203,3.641552,3.641552,4.178443,4.629239,4.629239,5.604606,6.748533,4.649635,10.17885,16.321251,29.832657,36.525101,39.585327,39.75872,37.082184,24.779968,10.3454,6.188846,4.59122,4.310628,4.116796,3.428386,6.51854,14.78093,34.599049,36.930885,17.839193,7.892649,4.755199,4.211761,8.05503,17.874397,24.020918,5.365045,6.186707,5.609246,17.648205,22.725544,4.071365,4.976488,12.683896,14.129657,4.894707,10.318306,9.508744,5.55584,12.612029,5.804551,8.299526,10.202276,4.930863,8.808199,5.694382,9.420739,9.970827,10.481644,9.946167,12.256868,6.496902,5.098202,5.753374,4.61631,3.418715,3.231618,4.429791,3.416871,3.949534,3.495287,904.394531,0.9
687,'2019/02/12 17:26:23:962',6,23.070049,23.070049,23.070049,23.070049,23.070049,23.070049,23.070049,23.070049,18.670784,18.670784,18.670784,18.670784,18.670784,18.670784,18.670784,12.429546,12.429546,12.429546,12.429546,12.429546,5.674803,5.674803,5.674803,5.674803,3.261912,3.261912,3.261912,4.910202,4.910202,4.910202,5.642089,5.642089,4.664546,4.664546,3.250832,3.250832,3.58912,3.58912,5.346226,5.444095,5.444095,4.156027,4.223639,10.184948,12.358624,16.879469,30.098621,36.362679,39.017891,38.756775,35.524704,20.700039,12.425718,7.933755,7.451204,3.233013,3.592002,5.582063,5.85975,19.085899,36.526836,36.666431,14.867035,5.499228,7.147906,4.864321,2.964412,20.374594,21.130114,7.772662,6.771163,8.062696,20.720261,18.834782,6.177533,6.495598,13.754071,11.741998,5.534154,10.542296,8.520447,6.486375,8.667864,6.222339,10.107836,7.375236,8.965625,10.04871,9.14148,10.600424,12.183685,13.580693,11.17298,13.865123,8.031176,6.581904,5.675745,4.260129,3.379813,2.160647,3.739752,3.540295,3.579803,3.940615,1765.722656,0.9
688,'2019/02/12 17:26:23:978',6,17.697519,17.697519,17.697519,17.697519,17.697519,17.697519,17.697519,17.697519,12.386504,12.386504,12.386504,12.386504,12.386504,12.386504,12.386504,2.272488,2.272488,2.272488,2.272488,2.272488,7.179086,7.179086,7.179086,7.179086,8.000467,8.000467,8.000467,6.711684,6.711684,6.711684,5.207654,5.207654,3.962879,3.962879,4.297947,4.297947,4.342528,4.342528,3.448741,4.526776,4.526776,5.826633,5.039605,9.662481,11.926205,16.769464,29.887043,36.1642,38.873207,38.718033,35.702126,22.784042,9.538118,6.553365,2.00817,4.834296,7.747807,4.904051,6.684949,16.090797,36.215134,36.619747,15.619158,7.521825,3.687353,2.50093,6.58498,17.947403,21.304857,3.743519,3.571922,9.426051,18.874277,18.597895,4.147934,7.568758,16.985113,8.689327,3.238862,11.003121,8.98396,5.043739,5.218641,4.573708,7.886109,8.132405,9.634646,9.114406,8.426814,6.772045,8.815187,9.470992,8.539681,10.533666,7.463033,4.857319,7.015041,3.036614,3.671352,4.047554,3.432602,4.436866,2.064422,2.918477,1765.722656,0.9
689,'2019/02/12 17:26:23:995',6,17.264271,17.264271,17.264271,17.264271,17.264271,17.264271,17.264271,17.264271,12.830618,12.830618,12.830618,12.830618,12.830618,12.830618,12.830618,6.659543,6.659543,6.659543,6.659543,6.659543,4.187559,4.187559,4.187559,4.187559,3.478991,3.478991,3.478991,4.370459,4.370459,4.370459,4.963677,4.963677,4.657366,4.657366,4.496449,4.496449,4.916601,4.916601,6.29221,5.874109,5.874109,4.440657,6.040932,6.652982,10.503185,16.266319,29.65209,36.213909,39.167252,39.244301,36.476036,24.368095,5.418537,7.901477,10.680943,9.40189,8.788152,3.721007,10.536972,16.142262,35.135681,36.696426,14.572662,4.895291,7.080347,5.156111,3.097331,17.926498,22.206299,4.387848,4.996221,4.95988,17.275255,20.995926,5.337622,8.038998,13.701712,11.422685,3.616277,10.209879,10.769954,3.224478,9.469748,5.456947,7.626483,6.869681,6.318307,6.22068,5.89966,8.131021,11.91983,10.769291,9.843121,14.741709,8.552458,3.793354,6.255368,5.664285,3.102324,3.919635,5.545976,4.728761,3.252301,3.742711,904.394531,0.9
690,'2019/02/12 17:26:24:012',6,23.023794,23.023794,23.023794,23.023794,23.023794,23.023794,23.023794,23.023794,17.873009,17.873009,17.873009,17.873009,17.873009,17.873009,17.873009,9.960528,9.960528,9.960528,9.960528,9.960528,5.579479,5.579479,5.579479,5.579479,4.561378,4.561378,4.561378,3.601874,3.601874,3.601874,6.322243,6.322243,7.409078,7.409078,5.944723,5.944723,4.173929,4.173929,4.847787,6.177697,6.177697,9.114723,9.666017,1.203486,9.72254,16.390358,30.229149,37.123592,40.336475,40.620937,37.989082,24.770157,14.518224,9.416417,7.992925,9.275934,5.244044,7.625161,7.143221,13.164277,32.830132,35.690796,17.33783,6.694746,4.549802,6.832411,4.19846,14.361895,20.690012,4.818341,4.63699,7.740464,16.158436,21.551399,6.47637,7.543499,12.980036,11.906796,5.602423,8.743636,8.633647,6.153214,10.089358,6.136703,7.73901,8.436208,5.667933,9.100013,9.856613,5.979165,9.48555,9.871985,9.043377,12.228116,7.179654,5.659145,6.752981,4.164716,2.503249,3.674093,3.674017,4.689437,3.686584,2.990418,904.394531,0.9
691,'2019/02/12 17:26:24:028',6,22.878925,22.878925,22.878925,22.878925,22.878925,22.878925,22.878925,22.878925,18.212788,18.212788,18.212788,18.212788,18.212788,18.212788,18.212788,11.272947,11.272947,11.272947,11.272947,11.272947,7.821293,7.821293,7.821293,7.821293,7.781453,7.781453,7.781453,6.857958,6.857958,6.857958,6.164208,6.164208,5.3199,5.3199,5.044768,5.044768,4.571217,4.571217,2.533569,2.84581,2.84581,2.706566,4.958658,10.447159,13.970337,16.98196,31.025295,37.705914,40.710815,40.85788,38.250763,27.483927,9.856746,10.702604,10.99159,8.967546,4.503115,9.527308,12.417786,15.766205,32.391121,34.169079,14.681808,9.06283,4.874521,3.530507,4.742678,15.272409,18.177832,6.715064,7.031747,8.423792,19.466646,21.655558,3.896482,6.540708,12.670132,10.074143,4.787863,8.284132,7.676299,5.411177,8.865428,6.663352,8.521798,5.443415,6.126431,5.983299,8.92494,7.493148,10.110636,11.792583,7.94298,10.341258,4.643066,4.661488,3.806529,3.298812,3.695637,2.513068,3.192585,3.560274,3.077795,3.326754,904.394531,0.9
692,'2019/02/12 17:26:24:045',6,17.356621,17.356621,17.356621,17.356621,17.356621,17.356621,17.356621,17.356621,12.444048,12.444048,12.444048,12.444048,12.444048,12.444048,12.444048,5.953774,5.953774,5.953774,5.953774,5.953774,5.029395,5.029395,5.029395,5.029395,5.835892,5.835892,5.835892,5.814374,5.814374,5.814374,5.489447,5.489447,3.820904,3.820904,2.613446,2.613446,4.129593,4.129593,2.866733,1.159863,1.159863,6.868139,9.142941,8.155105,10.307427,18.242651,30.62641,37.03339,39.929596,39.961147,37.105404,23.677526,14.095329,7.964987,3.758769,4.932429,7.091495,6.416568,8.631982,15.970935,33.922897,35.189907,15.131039,8.699782,5.49681,3.15361,4.171063,15.790738,19.225542,3.090732,6.865277,7.62992,16.957476,19.109392,5.179996,8.504127,14.161665,9.866319,5.474907,7.447174,8.301559,7.820912,6.406312,6.252109,6.875914,8.843461,7.414767,5.709847,7.216853,8.67077,11.895122,11.419193,9.096225,11.810441,4.410439,4.955492,5.445471,3.978066,3.713699,2.552462,2.51594,4.746502,3.569211,3.199418,904.394531,0.9
693,'2019/02/12 17:26:24:062',6,17.655325,17.655325,17.655325,17.655325,17.655325,17.655325,17.655325,17.655325,13.313541,13.313541,13.313541,13.313541,13.313541,13.313541,13.313541,8.076885,8.076885,8.076885,8.076885,8.076885,6.505189,6.505189,6.505189,6.505189,5.964975,5.964975,5.964975,5.210722,5.210722,5.210722,4.88869,4.88869,2.823721,2.823721,1.8524,1.8524,3.601712,3.601712,2.567402,3.391288,3.391288,4.712139,6.806321,7.380409,9.642344,18.44952,30.672112,37.005226,39.836445,39.768913,36.723549,21.486401,15.3277,8.491896,5.414814,6.538761,3.627584,4.343336,10.53384,16.366535,33.523941,35.040901,12.72774,5.558009,4.00667,4.462448,7.080034,13.447227,18.314325,5.832385,5.773613,9.330412,16.052341,18.969687,5.631322,6.396612,10.179537,9.272351,5.228252,9.288281,8.938484,7.323745,10.257468,6.808349,7.006557,5.213559,5.24672,7.531649,9.958285,8.533564,8.199057,10.68957,9.300964,12.890657,6.755088,4.771194,5.041626,5.127118,3.441847,2.588305,2.068466,4.850013,4.499889,3.286122,861.328125,0.9
694,'2019/02/12 17:26:24:078',6,19.924604,19.924604,19.924604,19.924604,19.924604,19.924604,19.924604,19.924604,14.152617,14.152617,14.152617,14.152617,14.152617,14.152617,14.152617,3.359481,3.359481,3.359481,3.359481,3.359481,8.440625,8.440625,8.440625,8.440625,8.731317,8.731317,8.731317,5.998973,5.998973,5.998973,1.856448,1.856448,0.715302,0.715302,0.771041,0.771041,1.919345,1.919345,1.923865,3.645549,3.645549,8.037457,9.894233,6.490644,9.490441,17.895052,30.542707,37.086609,40.081306,40.193169,37.392616,23.402504,17.333368,13.292065,7.149724,5.593464,5.468525,5.272704,5.468089,13.847761,33.467846,34.992107,15.312712,5.953972,4.135809,3.669612,3.555838,14.600832,19.040922,7.131308,5.431891,5.963291,15.902178,19.819273,6.420249,4.321434,12.993742,9.578622,4.737721,7.177813,7.805282,4.039566,7.925388,5.716751,5.121422,7.53533,5.124613,5.892882,8.678463,10.357457,10.199855,10.449524,8.02431,7.556369,5.128992,4.655971,4.416864,4.586245,3.030151,2.439882,3.899768,4.302759,4.009006,3.157075,904.394531,0.9
695,'2019/02/12 17:26:24:095',6,20.487503,20.487503,20.487503,20.487503,20.487503,20.487503,20.487503,20.487503,16.164101,16.164101,16.164101,16.164101,16.164101,16.164101,16.164101,10.591629,10.591629,10.591629,10.591629,10.591629,6.697429,6.697429,6.697429,6.697429,5.552509,5.552509,5.552509,4.069693,4.069693,4.069693,3.228284,3.228284,4.450432,4.450432,6.608417,6.608417,7.098229,7.098229,5.802088,4.758089,4.758089,5.386344,7.034929,3.13181,7.5169,18.845699,30.87476,37.154892,39.970722,39.908524,36.878323,21.837841,18.006449,11.084054,5.527136,9.090786,10.445612,5.609218,5.043431,17.308338,33.895218,35.031498,13.500325,7.044723,6.408779,4.247459,1.797282,14.420774,19.182398,6.383991,6.471881,6.870581,16.376755,18.73711,4.818117,7.025134,11.960546,8.704521,6.91244,11.949738,8.277512,3.460182,8.975991,6.414734,7.943843,7.512815,7.42272,8.542672,7.215477,9.638911,9.694993,9.107289,7.2199,8.88811,4.947934,4.553873,4.4251,3.666985,2.428231,3.269147,2.839429,4.815846,3.468535,3.810264,861.328125,0.9
696,'2019/02/12 17:26:24:112',6,19.902708,19.902708,19.902708,19.902708,19.902708,19.902708,19.902708,19.902708,15.820194,15.820194,15.820194,15.820194,15.820194,15.820194,15.820194,10.292363,10.292363,10.292363,10.292363,10.292363,5.640346,5.640346,5.640346,5.640346,4.219846,4.219846,4.219846,3.398806,3.398806,3.398806,3.128919,3.128919,2.931655,2.931655,3.025222,3.025222,3.253751,3.253751,1.89784,1.702213,1.702213,4.235753,5.950664,5.848262,9.631691,17.874918,30.552645,36.983742,39.886223,39.927361,37.109657,24.358059,12.688242,7.699882,4.841536,6.146824,2.325622,3.713557,6.698771,14.509146,33.665649,35.249939,14.605048,5.803431,3.678452,3.480628,3.047761,15.470922,18.36784,2.934861,4.605044,4.15974,17.23214,18.562395,4.830915,5.614413,10.995052,10.347148,5.543788,7.723103,7.167301,7.229601,8.767912,6.506231,5.772104,8.160126,5.267743,5.456912,8.936952,9.643991,11.210494,11.749762,9.173878,12.940877,6.031858,5.536388,5.923427,5.173139,2.619154,2.821027,3.400675,4.717127,4.663479,4.758842,904.394531,0.9
