@relation dataset

@attribute ID numeric
@attribute Time date 'yyyy/MM/dd HH:mm:ss:SSS'
@attribute 'Training round' numeric
@attribute inputs-1 numeric
@attribute inputs-2 numeric
@attribute inputs-3 numeric
@attribute inputs-4 numeric
@attribute inputs-5 numeric
@attribute inputs-6 numeric
@attribute inputs-7 numeric
@attribute inputs-8 numeric
@attribute inputs-9 numeric
@attribute inputs-10 numeric
@attribute inputs-11 numeric
@attribute inputs-12 numeric
@attribute inputs-13 numeric
@attribute inputs-14 numeric
@attribute inputs-15 numeric
@attribute inputs-16 numeric
@attribute inputs-17 numeric
@attribute inputs-18 numeric
@attribute inputs-19 numeric
@attribute inputs-20 numeric
@attribute inputs-21 numeric
@attribute inputs-22 numeric
@attribute inputs-23 numeric
@attribute inputs-24 numeric
@attribute inputs-25 numeric
@attribute inputs-26 numeric
@attribute inputs-27 numeric
@attribute inputs-28 numeric
@attribute inputs-29 numeric
@attribute inputs-30 numeric
@attribute inputs-31 numeric
@attribute inputs-32 numeric
@attribute inputs-33 numeric
@attribute inputs-34 numeric
@attribute inputs-35 numeric
@attribute inputs-36 numeric
@attribute inputs-37 numeric
@attribute inputs-38 numeric
@attribute inputs-39 numeric
@attribute inputs-40 numeric
@attribute inputs-41 numeric
@attribute inputs-42 numeric
@attribute inputs-43 numeric
@attribute inputs-44 numeric
@attribute inputs-45 numeric
@attribute inputs-46 numeric
@attribute inputs-47 numeric
@attribute inputs-48 numeric
@attribute inputs-49 numeric
@attribute inputs-50 numeric
@attribute inputs-51 numeric
@attribute inputs-52 numeric
@attribute inputs-53 numeric
@attribute inputs-54 numeric
@attribute inputs-55 numeric
@attribute inputs-56 numeric
@attribute inputs-57 numeric
@attribute inputs-58 numeric
@attribute inputs-59 numeric
@attribute inputs-60 numeric
@attribute inputs-61 numeric
@attribute inputs-62 numeric
@attribute inputs-63 numeric
@attribute inputs-64 numeric
@attribute inputs-65 numeric
@attribute inputs-66 numeric
@attribute inputs-67 numeric
@attribute inputs-68 numeric
@attribute inputs-69 numeric
@attribute inputs-70 numeric
@attribute inputs-71 numeric
@attribute inputs-72 numeric
@attribute inputs-73 numeric
@attribute inputs-74 numeric
@attribute inputs-75 numeric
@attribute inputs-76 numeric
@attribute inputs-77 numeric
@attribute inputs-78 numeric
@attribute inputs-79 numeric
@attribute inputs-80 numeric
@attribute inputs-81 numeric
@attribute inputs-82 numeric
@attribute inputs-83 numeric
@attribute inputs-84 numeric
@attribute inputs-85 numeric
@attribute inputs-86 numeric
@attribute inputs-87 numeric
@attribute inputs-88 numeric
@attribute inputs-89 numeric
@attribute inputs-90 numeric
@attribute inputs-91 numeric
@attribute inputs-92 numeric
@attribute inputs-93 numeric
@attribute inputs-94 numeric
@attribute inputs-95 numeric
@attribute inputs-96 numeric
@attribute inputs-97 numeric
@attribute inputs-98 numeric
@attribute inputs-99 numeric
@attribute inputs-100 numeric
@attribute inputs-101 numeric
@attribute inputs-102 numeric
@attribute inputs-103 numeric
@attribute inputs-104 numeric
@attribute inputs-105 numeric
@attribute update-1 numeric

@data
492,'2019/02/12 17:09:39:170',4,6.813705,6.813705,6.813705,6.813705,6.813705,6.813705,6.813705,6.813705,7.021782,7.021782,7.021782,7.021782,7.021782,7.021782,7.021782,6.481076,6.481076,6.481076,6.481076,6.481076,5.388474,5.388474,5.388474,5.388474,3.752406,3.752406,3.752406,1.739602,1.739602,1.739602,1.410847,1.410847,1.755093,1.755093,1.183054,1.183054,0.536849,0.536849,0.74539,0.397579,0.397579,2.803994,7.320483,10.757282,12.237034,11.607772,8.931782,4.659268,0.601465,1.01974,0.500825,0.114618,0.739827,0.569652,0.735389,6.751543,15.663937,15.415817,6.348484,0.583451,0.685081,1.320598,3.317759,19.467468,21.019285,4.345056,0.412511,1.250104,8.682796,9.580887,0.442026,0.340834,2.621715,1.669611,0.279658,2.045003,2.068122,0.197542,5.913927,0.854019,2.398648,2.649599,0.066978,0.27021,2.375867,0.683869,0.517518,0.487267,0.643454,0.96051,0.47769,0.672453,0.307059,0.304913,0.314798,0.271805,0.296803,0.154303,0.181768,0.15501,0.181338,0.200935,0.142145,0.130539,2110.253906,?
493,'2019/02/12 17:09:39:186',4,1.880027,1.880027,1.880027,1.880027,1.880027,1.880027,1.880027,1.880027,1.454636,1.454636,1.454636,1.454636,1.454636,1.454636,1.454636,3.308504,3.308504,3.308504,3.308504,3.308504,4.017633,4.017633,4.017633,4.017633,3.506175,3.506175,3.506175,2.10455,2.10455,2.10455,0.495995,0.495995,0.416026,0.416026,0.424536,0.424536,0.441206,0.441206,0.913643,0.61831,0.61831,2.59526,7.186227,10.664663,12.178106,11.589338,8.979018,4.829627,0.914113,0.725442,0.257912,0.345042,0.484631,0.591312,1.09875,6.408397,15.54408,15.404582,6.263541,0.446297,0.65815,1.142963,3.492434,19.443163,21.046946,3.979906,1.194937,0.910331,9.010348,9.275467,0.478272,0.34964,2.553356,1.55516,0.212507,2.148932,2.233842,0.198356,5.78493,0.951349,2.318143,2.673354,0.179487,0.293772,2.279414,0.720751,0.569184,0.527799,0.517178,0.980578,0.382795,0.47217,0.323863,0.256927,0.358202,0.273146,0.247375,0.136496,0.152262,0.161884,0.156954,0.210406,0.154513,0.213724,2110.253906,?
494,'2019/02/12 17:09:39:203',4,8.158244,8.158244,8.158244,8.158244,8.158244,8.158244,8.158244,8.158244,5.898472,5.898472,5.898472,5.898472,5.898472,5.898472,5.898472,3.21557,3.21557,3.21557,3.21557,3.21557,1.572882,1.572882,1.572882,1.572882,2.184138,2.184138,2.184138,2.391926,2.391926,2.391926,2.065983,2.065983,1.294547,1.294547,0.310028,0.310028,0.358881,0.358881,0.063138,0.219498,0.219498,3.06792,7.377985,10.734487,12.211744,11.625594,9.007987,4.784686,0.732595,0.64893,0.254033,0.223743,0.418653,0.595829,1.313785,6.37613,15.514132,15.238041,5.912241,1.146462,0.811121,0.957936,3.448662,19.611559,20.942095,4.124111,0.911239,0.483035,8.875052,9.578767,0.34836,0.13417,2.412261,1.4377,0.106085,1.833917,1.989036,0.24969,5.78808,0.893707,2.374481,2.60876,0.247891,0.274759,2.345356,0.728638,0.443951,0.638208,0.703136,0.976719,0.478973,0.504174,0.327557,0.300831,0.275816,0.383097,0.369921,0.163797,0.119123,0.24006,0.178532,0.190871,0.147819,0.233185,2110.253906,?
495,'2019/02/12 17:09:39:220',4,1.455022,1.455022,1.455022,1.455022,1.455022,1.455022,1.455022,1.455022,3.239424,3.239424,3.239424,3.239424,3.239424,3.239424,3.239424,5.355912,5.355912,5.355912,5.355912,5.355912,5.556972,5.556972,5.556972,5.556972,4.355572,4.355572,4.355572,2.682746,2.682746,2.682746,1.435579,1.435579,0.535267,0.535267,0.638552,0.638552,0.988527,0.988527,0.492551,0.34608,0.34608,2.904573,7.20872,10.635601,12.177581,11.637292,9.033818,4.76655,0.688612,0.753764,0.336462,0.257288,0.658247,0.666753,1.034971,6.258967,15.436588,15.217166,5.959156,0.693046,1.018943,0.92265,3.442808,19.587481,20.992891,3.905947,0.679862,1.139092,8.709743,9.617369,0.439257,0.3083,2.597086,1.542058,0.181059,1.865419,1.958784,0.242885,5.816468,0.915417,2.347497,2.582588,0.164618,0.185045,2.2939,0.662939,0.415959,0.430413,0.610337,1.046356,0.558601,0.540638,0.310891,0.404476,0.319321,0.260667,0.29271,0.25131,0.132769,0.225037,0.177543,0.137428,0.162414,0.137162,2110.253906,?
496,'2019/02/12 17:09:39:237',4,6.099408,6.099408,6.099408,6.099408,6.099408,6.099408,6.099408,2.502503,1.935399,1.935399,1.935399,1.935399,1.935399,1.935399,1.935399,1.775793,1.775793,1.775793,1.775793,1.775793,1.191494,1.191494,1.191494,1.191494,1.044664,1.044664,1.044664,1.096797,1.096797,1.096797,0.680405,0.680405,0.569302,0.569302,0.453709,0.453709,0.216823,0.216823,0.445032,0.40911,0.40911,2.731218,7.292852,10.744669,12.225134,11.590338,8.864866,4.437546,0.152498,0.97762,0.339411,0.057271,0.257008,0.459532,0.967119,6.308076,15.330891,14.902988,4.833522,2.252842,1.141642,0.916894,3.567525,19.388868,20.887041,3.51776,1.58317,1.369524,8.583961,9.386796,0.701303,0.51692,2.544757,1.312985,0.181243,1.89843,2.018303,0.342561,6.074316,0.875606,2.423367,2.678261,0.214789,0.190134,2.270085,0.735895,0.424767,0.498673,0.627425,0.958387,0.467678,0.567237,0.297598,0.359788,0.306656,0.187217,0.282471,0.192363,0.17038,0.129959,0.178847,0.207266,0.182709,0.1974,2110.253906,?
497,'2019/02/12 17:09:39:253',4,4.415796,4.415796,4.415796,4.415796,4.415796,4.415796,4.415796,4.415796,5.592571,5.592571,5.592571,5.592571,5.592571,5.592571,5.592571,4.573891,4.573891,4.573891,4.573891,4.573891,2.449565,2.449565,2.449565,2.449565,0.871726,0.871726,0.871726,1.310484,1.310484,1.310484,1.378222,1.378222,1.069573,1.069573,0.707803,0.707803,0.708726,0.708726,1.164201,1.036439,1.036439,2.258711,7.08269,10.687018,12.251266,11.665277,8.977524,4.587542,0.274165,1.013003,0.415883,0.106808,0.256477,0.513046,1.075442,6.41435,15.503977,15.270351,5.967932,1.018244,1.064895,1.477473,3.748229,19.613295,21.021551,4.164213,0.589535,1.286067,8.805045,9.379902,0.899333,0.371718,2.434367,1.394274,0.133407,1.721721,1.854591,0.254372,6.063643,0.900828,2.389953,2.613326,0.15935,0.368001,2.487722,0.791285,0.537811,0.53056,0.662105,1.030066,0.467317,0.475015,0.291488,0.248016,0.397939,0.217734,0.293483,0.165894,0.181394,0.286389,0.158663,0.182062,0.188925,0.190622,2110.253906,?
498,'2019/02/12 17:09:39:270',4,13.571833,13.571833,13.571833,13.571833,13.571833,13.571833,13.571833,13.571833,10.486865,10.486865,10.486865,10.486865,10.486865,10.486865,10.486865,6.935806,6.935806,6.935806,6.935806,6.935806,4.005848,4.005848,4.005848,4.005848,2.394502,2.394502,2.394502,1.761138,1.761138,1.761138,1.188133,1.188133,1.052357,1.052357,1.343279,1.343279,1.038834,1.038834,0.492334,0.241666,0.241666,2.680292,7.089609,10.524599,12.049444,11.471529,8.804437,4.427894,0.067001,1.200943,0.587292,0.148045,0.515696,0.581004,1.156943,6.260666,15.296335,15.057115,5.635311,1.050775,1.018929,0.781879,3.553226,19.642725,21.046637,3.824907,0.999651,0.709805,9.262154,9.485929,0.888901,0.388006,2.725502,1.419428,0.287367,2.101938,1.995137,0.366624,5.987587,0.944,2.316874,2.600304,0.296189,0.216107,2.352106,0.775518,0.400391,0.535944,0.523897,1.00546,0.452633,0.446569,0.298579,0.301206,0.309489,0.346919,0.294352,0.176519,0.163367,0.188702,0.231535,0.17203,0.180325,0.178925,2110.253906,?
499,'2019/02/12 17:09:39:287',4,1.992189,1.992189,1.992189,1.992189,1.992189,1.992189,1.992189,1.992189,3.352217,3.352217,3.352217,3.352217,3.352217,3.352217,3.352217,3.852386,3.852386,3.852386,3.852386,3.852386,3.593096,3.593096,3.593096,3.593096,2.561887,2.561887,2.561887,1.051053,1.051053,1.051053,0.299719,0.299719,0.758826,0.758826,0.690992,0.690992,0.643279,0.643279,0.673099,0.555568,0.555568,2.86218,7.254998,10.650299,12.111921,11.468336,8.77303,4.465129,0.268356,1.188712,0.701957,0.179022,0.758082,0.800478,1.089255,6.495517,15.488451,15.206214,5.294734,1.610778,1.007346,1.038544,3.590589,19.832144,21.187605,4.057019,1.171397,1.279935,8.842952,9.451199,0.802006,0.331896,2.487637,1.290034,0.265178,2.158056,2.156967,0.277133,6.220072,0.951698,2.405777,2.651551,0.227031,0.25968,2.394209,0.649984,0.560777,0.4617,0.609172,1.035134,0.418121,0.502112,0.42666,0.42733,0.363985,0.209871,0.22033,0.181756,0.192941,0.21348,0.203614,0.204734,0.146027,0.198746,2110.253906,?
500,'2019/02/12 17:09:39:303',4,4.534896,4.534896,4.534896,4.534896,4.534896,4.534896,4.534896,4.534896,5.097202,5.097202,5.097202,5.097202,5.097202,5.097202,5.097202,4.875212,4.875212,4.875212,4.875212,4.875212,3.985183,3.985183,3.985183,3.985183,2.703507,2.703507,2.703507,1.776753,1.776753,1.776753,1.347144,1.347144,1.058766,1.058766,1.018524,1.018524,0.720098,0.720098,0.700507,0.569887,0.569887,2.478709,7.070324,10.58938,12.140838,11.583633,8.993198,4.849566,0.901808,0.402869,0.144674,0.448896,0.389598,0.632689,1.213452,6.516747,15.674668,15.434237,6.060368,0.533172,0.393012,0.995997,3.830409,20.026152,21.389648,4.429148,0.727188,0.702347,9.017739,9.409818,0.594066,0.475884,2.413422,1.429688,0.151992,2.058476,2.131727,0.241168,6.274548,0.972704,2.476629,2.740534,0.262098,0.376842,2.327677,0.68717,0.509843,0.640422,0.574119,0.980558,0.407534,0.422893,0.438676,0.37722,0.451654,0.281694,0.235032,0.133728,0.225718,0.176203,0.237419,0.15127,0.148488,0.307732,2110.253906,?
501,'2019/02/12 17:09:39:320',4,3.702383,3.702383,3.702383,3.702383,3.702383,3.702383,3.702383,3.702383,1.558987,1.558987,1.558987,1.558987,1.558987,1.558987,1.558987,1.513023,1.513023,1.513023,1.513023,1.513023,2.432007,2.432007,2.432007,2.432007,2.319271,2.319271,2.319271,1.480185,1.480185,1.480185,0.576778,0.576778,0.459932,0.459932,0.227997,0.227997,0.126469,0.126469,0.750269,0.720417,0.720417,2.419266,7.003153,10.511709,12.069074,11.532452,8.944715,4.737319,0.737055,0.502543,0.22366,0.234294,0.438798,0.559172,1.091377,6.467062,15.679329,15.50275,6.521607,0.156257,0.62228,1.990441,4.130389,20.249516,21.373415,4.606403,0.493809,0.668575,9.034783,9.373094,0.81873,0.368241,2.452703,1.392373,0.154652,2.144397,2.322495,0.207427,6.219902,0.970411,2.585787,2.683281,0.186945,0.347649,2.32282,0.707537,0.496802,0.568226,0.6166,0.972009,0.389721,0.538557,0.421047,0.445746,0.372362,0.2894,0.251836,0.169953,0.170824,0.203667,0.152023,0.138836,0.224676,0.19158,2110.253906,?
502,'2019/02/12 17:09:39:337',4,4.197762,4.197762,4.197762,4.197762,4.197762,4.197762,4.197762,4.197762,3.737192,3.737192,3.737192,3.737192,3.737192,3.737192,3.737192,2.7184,2.7184,2.7184,2.7184,2.7184,1.945646,1.945646,1.945646,1.945646,1.911685,1.911685,1.911685,1.662612,1.662612,1.662612,1.256704,1.256704,0.929905,0.929905,0.608311,0.608311,0.610783,0.610783,0.762625,0.520583,0.520583,2.846688,7.294775,10.694559,12.166909,11.546206,8.860473,4.54141,0.477233,0.63238,0.349503,0.3116,0.104863,0.48088,1.174886,6.674767,15.840941,15.475258,5.836472,1.268177,0.455221,1.21321,4.137997,20.066248,21.420267,3.966064,1.107112,0.642248,8.840823,9.371295,0.421467,0.206408,2.271366,1.414934,0.239472,2.344503,2.271831,0.267672,6.293209,0.997097,2.595604,2.763525,0.240038,0.354888,2.27805,0.792602,0.56538,0.560495,0.632415,1.044403,0.463652,0.559103,0.338687,0.334955,0.48332,0.281273,0.253354,0.207546,0.185275,0.169909,0.247997,0.251974,0.223327,0.175841,2110.253906,?
503,'2019/02/12 17:09:39:353',4,7.11319,7.11319,7.11319,7.11319,7.11319,7.11319,7.11319,7.11319,4.799398,4.799398,4.799398,4.799398,4.799398,4.799398,4.799398,2.04428,2.04428,2.04428,2.04428,2.04428,2.235648,2.235648,2.235648,2.235648,2.846939,2.846939,2.846939,2.370832,2.370832,2.370832,1.463241,1.463241,0.793457,0.793457,0.825343,0.825343,0.63086,0.63086,0.602984,0.576602,0.576602,2.544746,7.162506,10.632352,12.118964,11.499063,8.836354,4.61038,0.695321,0.435102,0.186444,0.429471,0.248105,0.510995,1.314655,6.460216,15.704664,15.385365,5.8244,1.411237,0.445877,1.052648,3.910879,20.079992,21.367498,4.103653,0.869969,0.575166,8.939281,9.277984,0.431458,0.642868,2.389862,1.40024,0.221608,2.11111,2.189918,0.228888,6.149426,0.914911,2.524956,2.772722,0.318687,0.256755,2.450895,0.765287,0.529687,0.536857,0.551907,1.075508,0.368081,0.524088,0.288607,0.368422,0.370603,0.260138,0.254611,0.170819,0.185325,0.169952,0.148151,0.227055,0.191165,0.163496,2110.253906,?
504,'2019/02/12 17:09:39:370',4,2.744052,2.744052,2.744052,2.744052,2.744052,2.744052,2.744052,2.744052,6.034824,6.034824,6.034824,6.034824,6.034824,6.034824,6.034824,5.226378,5.226378,5.226378,5.226378,5.226378,3.149559,3.149559,3.149559,3.149559,1.228296,1.228296,1.228296,0.64639,0.64639,0.64639,0.936673,0.936673,0.728359,0.728359,0.282845,0.282845,0.697765,0.697765,0.283364,0.260961,0.260961,2.876329,7.14846,10.515396,12.005522,11.436926,8.872824,4.807419,1.004202,0.219003,0.38441,0.64123,0.208338,0.731884,1.43666,6.52815,15.750425,15.367882,5.420145,1.462556,0.666596,1.507414,3.904876,19.849785,21.350214,4.460859,0.458672,1.231608,8.961055,9.641517,0.578076,0.404262,2.282347,1.316034,0.149067,2.308532,2.13246,0.264172,6.41516,0.953534,2.51076,2.771548,0.255814,0.340677,2.550564,0.856887,0.336088,0.518998,0.540086,1.046204,0.323141,0.513072,0.37353,0.345843,0.40547,0.282825,0.184372,0.186074,0.173842,0.162063,0.192997,0.186063,0.195503,0.241764,2110.253906,?
505,'2019/02/12 17:09:39:387',4,4.774048,4.774048,4.774048,4.774048,4.774048,4.774048,4.774048,4.774048,4.811162,4.811162,4.811162,4.811162,4.811162,4.811162,4.811162,4.410248,4.410248,4.410248,4.410248,4.410248,3.52661,3.52661,3.52661,3.52661,2.555515,2.555515,2.555515,1.959319,1.959319,1.959319,1.491467,1.491467,0.908798,0.908798,0.38228,0.38228,0.447397,0.447397,0.983988,0.981093,0.981093,2.432311,7.021326,10.528566,12.039536,11.41802,8.72445,4.388918,0.199914,1.144729,0.443695,0.379443,0.202001,0.576131,1.226171,6.642777,15.760281,15.396582,5.615556,1.010912,0.831654,1.005915,3.746114,20.142776,21.354773,4.116147,1.131821,1.392576,8.963517,9.071384,0.399804,0.393915,2.398084,1.608242,0.219393,2.286808,2.381853,0.196348,6.095276,0.939502,2.534468,2.710837,0.321137,0.341612,2.463073,0.794686,0.472295,0.495253,0.653069,1.010687,0.404168,0.466055,0.344847,0.376282,0.456207,0.304212,0.302019,0.263054,0.132001,0.168416,0.140162,0.159756,0.19441,0.1536,2110.253906,?
506,'2019/02/12 17:09:39:403',4,8.286592,8.286592,8.286592,8.286592,8.286592,8.286592,8.286592,8.286592,6.633509,6.633509,6.633509,6.633509,6.633509,6.633509,6.633509,4.531422,4.531422,4.531422,4.531422,4.531422,2.349229,2.349229,2.349229,2.349229,0.998788,0.998788,0.998788,0.670222,0.670222,0.670222,0.554036,0.554036,0.445557,0.445557,0.3874,0.3874,0.270896,0.270896,0.879867,0.878352,0.878352,2.540725,7.053684,10.506482,12.026165,11.484882,8.981392,5.036169,1.324225,0.083881,0.259603,0.391345,0.407035,0.606781,1.22201,6.731622,15.880697,15.632433,5.961301,0.727244,0.341947,0.952938,3.850488,20.127604,21.441561,4.19702,0.607577,0.992588,9.158408,9.176286,0.648997,0.256395,2.466165,1.358912,0.200368,2.414984,2.309996,0.16842,6.111212,0.922965,2.545397,2.769266,0.276813,0.386437,2.417233,0.727738,0.388858,0.64513,0.623593,1.084285,0.413199,0.5401,0.366948,0.406763,0.399301,0.283258,0.266807,0.210523,0.257968,0.165577,0.172958,0.152249,0.18823,0.208634,2110.253906,?
507,'2019/02/12 17:09:39:420',4,2.694391,2.694391,2.694391,2.694391,2.694391,2.694391,2.694391,2.694391,4.378012,4.378012,4.378012,4.378012,4.378012,4.378012,4.378012,4.016699,4.016699,4.016699,4.016699,4.016699,2.623611,2.623611,2.623611,2.623611,0.879363,0.879363,0.879363,1.489223,1.489223,1.489223,2.027714,2.027714,1.766592,1.766592,1.02608,1.02608,0.094888,0.094888,1.319938,1.539414,1.539414,2.112098,7.007727,10.725018,12.426123,12.087883,9.901302,6.49918,3.579372,2.446733,1.82426,0.663469,1.430413,1.661516,1.59812,6.849504,15.578083,15.325091,5.675902,1.54463,0.541583,0.68329,3.995499,20.260536,21.480131,4.278845,0.95599,1.005591,9.187503,9.811356,2.853813,3.336242,3.617961,1.889675,0.524897,3.232358,2.360376,0.756982,7.560544,4.035821,5.201812,4.22148,2.83383,3.119306,7.081985,6.12048,5.281875,7.205809,5.356444,3.484707,3.21635,4.415155,5.5107,4.771907,6.427235,9.039197,8.427257,5.904081,3.118346,1.300952,1.04916,0.784797,0.677187,3.407541,2110.253906,?
508,'2019/02/12 17:09:39:437',4,3.057562,3.057562,3.057562,3.057562,3.057562,3.057562,3.057562,3.057562,2.407236,2.407236,2.407236,2.407236,2.407236,2.407236,2.407236,1.114759,1.114759,1.114759,1.114759,1.114759,1.147079,1.147079,1.147079,1.147079,1.426865,1.426865,1.426865,1.191649,1.191649,1.191649,0.842267,0.842267,0.548997,0.548997,0.497887,0.497887,0.383807,0.383807,0.474243,0.410155,0.410155,2.565487,7.111218,10.616374,12.177021,11.649277,9.095819,4.979929,1.085096,0.336146,0.355225,0.336328,0.297926,0.53924,1.284288,6.471215,15.826529,15.589146,6.114698,1.485065,0.667791,1.563534,3.756198,20.138266,21.433304,4.534029,0.684941,0.753181,8.795177,9.261741,0.681814,0.573725,2.02821,1.245018,0.179226,2.155276,2.15455,0.325923,6.279815,1.109088,2.617853,2.84828,0.515872,0.433246,2.596926,0.877942,0.694761,0.772354,0.877484,1.363401,0.572174,0.526826,0.510293,0.499124,0.682498,0.406556,0.479363,0.618168,0.19165,0.236261,0.204094,0.216107,0.23214,0.162313,2110.253906,?
509,'2019/02/12 17:09:39:453',4,10.58025,10.58025,10.58025,10.58025,10.58025,10.58025,10.58025,10.58025,8.234779,8.234779,8.234779,8.234779,8.234779,8.234779,8.234779,5.677896,5.677896,5.677896,5.677896,5.677896,3.486994,3.486994,3.486994,3.486994,2.549801,2.549801,2.549801,2.411171,2.411171,2.411171,1.83256,1.83256,1.087042,1.087042,0.918076,0.918076,0.814059,0.814059,0.169997,0.101162,0.101162,2.840652,7.224123,10.610426,12.089029,11.502524,8.896664,4.709335,0.759076,0.70738,0.454507,0.253161,0.160069,0.455371,1.070314,6.612662,15.888945,15.64864,6.386634,0.913803,0.600183,1.184944,3.716168,19.963625,21.420919,3.824528,1.210148,0.510354,8.881749,9.110914,0.646162,0.288557,2.404985,1.25735,0.118185,2.11887,2.000431,0.272608,6.145293,1.005608,2.492721,2.857563,0.286354,0.297508,2.538625,0.930203,0.360577,0.530206,0.485222,0.994206,0.398802,0.457868,0.299334,0.264582,0.319663,0.34323,0.222082,0.317721,0.155328,0.190042,0.171614,0.193544,0.177337,0.132089,2110.253906,?
510,'2019/02/12 17:09:39:470',4,9.78345,9.78345,9.78345,9.78345,9.78345,9.78345,9.78345,9.78345,7.735732,7.735732,7.735732,7.735732,7.735732,7.735732,7.735732,5.485105,5.485105,5.485105,5.485105,5.485105,3.679491,3.679491,3.679491,3.679491,2.751482,2.751482,2.751482,2.215038,2.215038,2.215038,1.668999,1.668999,1.004168,1.004168,0.476436,0.476436,0.634684,0.634684,1.374671,1.233731,1.233731,2.184967,7.062142,10.634291,12.180953,11.612634,8.99548,4.766502,0.712985,0.780308,0.315396,0.392578,0.286176,0.521341,1.121928,6.563972,15.6241,15.352607,5.996978,0.894369,0.866579,1.322671,3.605785,19.901339,21.321787,4.329208,0.635719,0.664938,8.814044,9.232822,0.385468,0.486614,2.400142,1.340321,0.135826,1.908477,1.868403,0.297898,6.18263,0.924864,2.584059,2.659987,0.223516,0.396483,2.63106,0.961528,0.302563,0.522218,0.50903,0.992979,0.413601,0.542078,0.27639,0.402273,0.377409,0.205115,0.301181,0.167414,0.221854,0.198561,0.142328,0.130905,0.143001,0.203801,2110.253906,?
511,'2019/02/12 17:09:39:487',4,5.84393,5.84393,5.84393,5.84393,5.84393,5.84393,5.84393,5.84393,4.601078,4.601078,4.601078,4.601078,4.601078,4.601078,4.601078,2.75083,2.75083,2.75083,2.75083,2.75083,1.232237,1.232237,1.232237,1.232237,1.421558,1.421558,1.421558,1.480415,1.480415,1.480415,1.107921,1.107921,0.513031,0.513031,0.145679,0.145679,0.393266,0.393266,0.254605,0.103734,0.103734,2.834365,7.2333,10.681301,12.19536,11.597958,8.94706,4.688035,0.687381,1.019956,0.495592,0.351574,0.385644,0.632673,1.137267,6.709134,15.850344,15.5085,5.369761,2.045195,1.059276,1.30891,3.610327,19.948118,21.416433,4.275945,0.835042,0.793278,8.829051,9.228104,0.665408,0.433671,2.328409,1.43189,0.185406,1.937463,1.793555,0.325201,6.071846,0.971163,2.505321,2.774183,0.108843,0.238986,2.552282,0.801939,0.489072,0.53615,0.599956,1.029988,0.363588,0.578233,0.365345,0.323324,0.362518,0.364138,0.337054,0.223622,0.165969,0.224877,0.163296,0.220228,0.251848,0.195955,2110.253906,?
512,'2019/02/12 17:09:39:503',4,6.983551,6.983551,6.983551,6.983551,6.983551,6.983551,6.983551,6.983551,5.595572,5.595572,5.595572,5.595572,5.595572,5.595572,5.595572,4.199706,4.199706,4.199706,4.199706,4.199706,2.862312,2.862312,2.862312,2.862312,1.313148,1.313148,1.313148,0.449736,0.449736,0.449736,1.488426,1.488426,1.592644,1.592644,1.134746,1.134746,0.891121,0.891121,1.17607,0.805566,0.805566,2.64051,7.262706,10.711548,12.181878,11.551837,8.908242,4.754879,0.864848,0.542461,0.204809,0.280689,0.852573,0.652555,0.885174,6.675905,15.76979,15.448242,5.525128,1.448086,0.431897,0.924201,3.7515,20.070913,21.384041,3.726901,1.361082,0.742935,8.88876,9.334873,0.337192,0.412957,2.327098,1.283345,0.174484,2.101785,2.102455,0.264164,5.923037,0.99295,2.562154,2.800582,0.233757,0.299397,2.677774,0.833997,0.539357,0.575047,0.485218,0.973586,0.475825,0.481327,0.34883,0.327496,0.343619,0.280042,0.274749,0.232738,0.195112,0.174459,0.1632,0.133271,0.188025,0.178714,2110.253906,?
513,'2019/02/12 17:09:39:520',4,3.367284,3.367284,3.367284,3.367284,3.367284,3.367284,3.367284,3.367284,2.750902,2.750902,2.750902,2.750902,2.750902,2.750902,2.750902,2.005249,2.005249,2.005249,2.005249,2.005249,1.251529,1.251529,1.251529,1.251529,0.959561,0.959561,0.959561,1.088145,1.088145,1.088145,1.164783,1.164783,1.163143,1.163143,1.165027,1.165027,1.026047,1.026047,0.76843,0.620466,0.620466,2.865105,7.342086,10.785114,12.275171,11.646157,8.922909,4.508581,0.26411,1.05832,0.62693,0.299456,0.557273,0.581424,1.157958,6.474399,15.557829,15.249257,5.345313,1.190598,1.090472,1.039239,3.884316,19.997681,21.251268,4.279132,0.961728,0.892851,8.800177,9.785021,0.627369,0.613233,2.453903,1.349139,0.18019,2.415723,2.591127,0.293784,5.539179,0.857408,2.472163,2.712226,0.116232,0.134766,2.522922,0.78087,0.543092,0.534801,0.608279,1.025737,0.454344,0.489835,0.352629,0.254954,0.336627,0.256935,0.269523,0.210397,0.229603,0.237067,0.189794,0.224967,0.240888,0.11039,2110.253906,?
